,Text,Date,Year,hashtag,Cleaned
2628,"Best Wishes to #Nagaland on their Statehood Day
#IncredibleIndia #ModiIndiasPride #Leadership #MannKiBaat  https://t.co/P3wDH88bxB",2015-12-01,2015,"['Nagaland', 'IncredibleIndia', 'ModiIndiasPride', 'Leadership', 'MannKiBaat']","['best', 'wish', 'statehood']"
2629,@narendramodi Now even uoir fav @TwitterIndia is talking about it... Show some concern #MannkiBaat #chennairains https://t.co/JdztoK7KOc,2015-12-01,2015,"['MannkiBaat', 'chennairains']","['even', 'uoir', 'talking', 'show', 'concern']"
2630,#MannKiBaat #MakesMeCurious what new @narendramodi ji planning👌,2015-12-01,2015,"['MannKiBaat', 'MakesMeCurious']",['planning']
2631,#MannKiBaat - RT #MakeInIndia https://t.co/BBPGdsvtJ1,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2632,"Meet solar lady #NoorJahan, who was showered with praise by PM @narendramodi in #MannKiBaat https://t.co/WQywSXZH5Y https://t.co/iIUxRWX0ga",2015-12-01,2015,"['NoorJahan', 'MannKiBaat']","['meet', 'solar', 'lady', 'showered', 'praise']"
2633,#MannKiBaat - RT #MakeInIndia https://t.co/BedRZ8kMKb,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2634,#MannKiBaat - RT #MakeInIndia https://t.co/PRDqPVRnju,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2635,#MannKiBaat - RT #MakeInIndia https://t.co/6Ap2lgKfTM,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2636,#MannKiBaat - RT #MakeInIndia https://t.co/FST4mvHW0v,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2637,#MannKiBaat - RT #MakeInIndia https://t.co/Vp6eQE7SfW,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2638,#MannKiBaat - RT #MakeInIndia https://t.co/8bP2vXTpRn,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2639,#MannKiBaat - RT #MakeInIndia https://t.co/mu8HvBQAiy,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2640,#MannKiBaat - RT #MakeInIndia https://t.co/B0yRKxXg43,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2641,#MannKiBaat - RT #MakeInIndia https://t.co/tHRnFGpr4B,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2642,#MannKiBaat - RT #MakeInIndia https://t.co/V5ZaM6LhGe,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2643,#MannKiBaat - RT #MakeInIndia https://t.co/rvnuSlymXX,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2644,#MannKiBaat - RT #MakeInIndia https://t.co/gWnigTj739,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2645,#MannKiBaat - RT #MakeInIndia https://t.co/QtZqoTBsn2,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2646,#MannKiBaat - RT #MakeInIndia https://t.co/b9TM9Tsqd3,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2647,#MannKiBaat - RT #MakeInIndia https://t.co/DrfESAy2ym,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2648,#MannKiBaat - RT #MakeInIndia https://t.co/HqgJsv1on7,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2649,#MannKiBaat - RT #MakeInIndia https://t.co/mD6EpNFecV,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2650,#MannKiBaat - RT #MakeInIndia https://t.co/RmZGeKHyrO,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2651,#MannKiBaat - RT #MakeInIndia https://t.co/sWjfqJAxp6,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2652,#MannKiBaat - RT #MakeInIndia https://t.co/ahtMedqbIb,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2653,#MannKiBaat - RT #MakeInIndia https://t.co/uMjQSGdhjI,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2654,#MannKiBaat - RT #MakeInIndia https://t.co/NyA1hqyVsp,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2655,#MannKiBaat - RT #MakeInIndia https://t.co/CiU9zEF4fw,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2656,#MannKiBaat - RT #MakeInIndia https://t.co/dL2iJMAEsM,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2657,#MannKiBaat - RT #MakeInIndia https://t.co/b5nEQAvGxl,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2658,#MannKiBaat - RT #MakeInIndia https://t.co/SHcxm5MJX3,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2659,"I want to convert 'Ek Bharat, Shreshtha Bharat' into a mass movement: PM https://t.co/4gbj3xWPGj via @YouTube #MannkiBaat #PMOnAIR",2015-12-01,2015,"['MannkiBaat', 'PMOnAIR']","['want', 'convert', 'bharat', 'shreshtha', 'bharat', 'mass', 'movement']"
2660,"Mudra Yojana is about funding the unfunded. The 3Es- Enterprise, Earning... https://t.co/bhdcL8z0RO via @YouTube #MannkiBaat #PMOnAIR",2015-12-01,2015,"['MannkiBaat', 'PMOnAIR']","['mudra', 'yojana', 'funding', 'unfunded', 'enterprise', 'earning']"
2661,Let’s all work together and contribute towards energy conservation: PM https://t.co/Nz5ocTMvRQ via @YouTube #MannkiBaat #PMOnAIR,2015-12-01,2015,"['MannkiBaat', 'PMOnAIR']","['let', 'work', 'together', 'contribute', 'towards', 'energy', 'conservation']"
2662,"Read e-books on Swachh Bharat, Sansaad Adarsh Gram and health sector, av... https://t.co/0dA4zAjd3v via @YouTube #MannkiBaat #PMOnAIR",2015-12-01,2015,"['MannkiBaat', 'PMOnAIR']","['read', 'ebooks', 'swachh', 'bharat', 'sansaad', 'adarsh', 'gram', 'health', 'sector']"
2663,Jamuna Mani Singh's fight illustrates the hard work and determination of... https://t.co/d132CFdNXV via @YouTube #MannkiBaat #PMOnAIR,2015-12-01,2015,"['MannkiBaat', 'PMOnAIR']","['jamuna', 'mani', 'singhs', 'fight', 'illustrates', 'hard', 'work', 'determination']"
2664,I salute the commitment of Javed Ahmed: PM https://t.co/WlvhMG40OI via @YouTube #MannkiBaat #PMOnAIR,2015-12-01,2015,"['MannkiBaat', 'PMOnAIR']","['salute', 'commitment', 'javed', 'ahmed']"
2665,"मन की बात (Mann Ki Baat) is an Indian radio programme hosted by the PM Narendra Modi.

#MannKiBaat
https://t.co/UvmkaAjLT5",2015-12-01,2015,['MannKiBaat'],"['indian', 'radio', 'programme', 'hosted']"
2666,Awareness about organ donation has increased manifold after the last Man... https://t.co/1mljClhtzS via @YouTube #MannkiBaat #PMOnAIR,2015-12-01,2015,"['MannkiBaat', 'PMOnAIR']","['awareness', 'organ', 'donation', 'increased', 'manifold', 'last']"
2667,Our farmers need to switch to alternate methods to destroy crop stubble: PM https://t.co/KzV9sUvLss via @YouTube #MannkiBaat #PMOnAIR,2015-12-01,2015,"['MannkiBaat', 'PMOnAIR']","['farmer', 'need', 'switch', 'alternate', 'method', 'destroy', 'crop', 'stubble']"
2668,#MannKiBaat - RT #MakeInIndia https://t.co/BwwBDEhSYz,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2669,#MannKiBaat - RT #MakeInIndia https://t.co/6NGdquCEPb,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2670,#MannKiBaat - RT #MakeInIndia https://t.co/AZLotNdG68,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2671,#MannKiBaat - RT #MakeInIndia https://t.co/of5qZ2s0DH,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2672,#MannKiBaat - RT #MakeInIndia https://t.co/3X0scTEKwY,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2673,#MannKiBaat - RT #MakeInIndia https://t.co/5d93G23ils,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2674,#MannKiBaat - RT #MakeInIndia https://t.co/T27l2z87uH,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2675,#MannKiBaat - RT #MakeInIndia https://t.co/cfQ40SMcJt,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2676,"#MannKiBaat on @Saavn, I like it !! :)",2015-12-01,2015,['MannKiBaat'],['like']
2677,"Crop stubble is itself a manure. Farmers must not burn it: PM Modi #MannKiBaat
https://t.co/YtmeM6vdIY",2015-12-01,2015,['MannKiBaat'],"['crop', 'stubble', 'manure', 'farmer', 'must', 'burn']"
2678,"PM Modi expresses concern over burning of crop stubble #MannKiBaat
https://t.co/YtmeM6vdIY",2015-12-01,2015,['MannKiBaat'],"['express', 'concern', 'burning', 'crop', 'stubble']"
2679,"PM Modi talks about climate change and its impacts #MannKiBaat
https://t.co/YtmeM6vdIY",2015-12-01,2015,['MannKiBaat'],"['talk', 'climate', 'change', 'impact']"
2680,"PM Modi addresses 14th #MannKiBaat
https://t.co/YtmeM6vdIY",2015-12-01,2015,['MannKiBaat'],['address']
2681,"Now you know the secret behind ""Mann ki Baat"" and foreign tours😂😂
#EkJumlaInParis #MannKiBaat #BJPHataoBetiBachao https://t.co/45yUtxzOsS",2015-12-01,2015,"['EkJumlaInParis', 'MannKiBaat', 'BJPHataoBetiBachao']","['know', 'secret', 'behind', 'foreign', 'tour']"
2682,"RT modivanibharat: बिल गेट्स, मिलिंडा गेट्स भारत में बहुत सामाजिक काम करते हैं: narendramodi 
#MannKiBaat https://t.co/5J16uD4PIq",2015-12-01,2015,['MannKiBaat'],"['modivanibharat', 'narendramodi']"
2683,#MannKiBaat - RT #MakeInIndia https://t.co/1ubXhmcUHF,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2684,#MannKiBaat - RT #MakeInIndia https://t.co/hscxni1YvV,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2685,#MannKiBaat - RT #MakeInIndia https://t.co/GFhxulyGvl,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2686,#MannKiBaat - RT #MakeInIndia https://t.co/OZ8n5imUmk,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2687,#MannKiBaat - RT #MakeInIndia https://t.co/pZunlnoqgq,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2688,#MannKiBaat - RT #MakeInIndia https://t.co/yw85Ov0Yil,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2689,#MannKiBaat - RT #MakeInIndia https://t.co/bhgoCvhwsf,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2690,#MannKiBaat - RT #MakeInIndia https://t.co/0CUBhYk3eg,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2691,#MannKiBaat - RT #MakeInIndia https://t.co/gyo3aIXzv7,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2692,#MannKiBaat - RT #MakeInIndia https://t.co/n73a8vFrKV,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2693,#MannKiBaat - RT #MakeInIndia https://t.co/hxSc4ijz1q,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2694,#MannKiBaat - RT #MakeInIndia https://t.co/M1LJsfJc59,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2695,"Ek Bharat: #MannkiBaat hits the right note 
https://t.co/HVxnhgL9IS",2015-12-01,2015,['MannkiBaat'],"['bharat', 'hit', 'right', 'note']"
2696,"What is #PM's #MannKiBaat? Fly abroad?
Non-subsidised LPG dearer by Rs 61.50, jet fuel cheaper. https://t.co/VCbC2hmnwi",2015-12-01,2015,"['PM', 'MannKiBaat']","['abroadnonsubsidised', 'dearer', 'fuel', 'cheaper']"
2697,@narendramodi  100 Billion? Do you want to deploy a weather control jacket over india? #MannKiBaat https://t.co/9obppXqh0F,2015-12-01,2015,['MannKiBaat'],"['billion', 'want', 'deploy', 'weather', 'control', 'jacket', 'india']"
2698,Yeh kaisi #MannKiBaat ? #EkdumBakwaas #FekuKiBakwaas #AayaAayaFekuAaya @INCIndia @OfficeOfRG https://t.co/jGMAARHdTf,2015-12-01,2015,"['MannKiBaat', 'EkdumBakwaas', 'FekuKiBakwaas', 'AayaAayaFekuAaya']",['kaisi']
2699,"PM Modi to attend COP21 in Paris, talks about climate change &amp; global warming during #MannKiBaat
https://t.co/kseB00moL2",2015-12-01,2015,['MannKiBaat'],"['attend', 'paris', 'talk', 'climate', 'change', 'global', 'warming']"
2700,"PM Modi proposes setting up a SAARC disaster response mechanism during #MannKiBaat
https://t.co/1GciMW384K via NM App",2015-12-01,2015,['MannKiBaat'],"['proposes', 'setting', 'saarc', 'disaster', 'response', 'mechanism']"
2701,#MannKiBaat - RT #MakeInIndia https://t.co/mUPAeWKvKf,2015-12-01,2015,"['MannKiBaat', 'MakeInIndia']",[]
2702,"Climate change, global warming are issues of discussion and concern: PM Modi #MannKiBaat
https://t.co/RsBN6Xx0S2",2015-12-01,2015,['MannKiBaat'],"['climate', 'change', 'global', 'warming', 'issue', 'discussion', 'concern']"
2703,"PM Modi to attend COP21 in Paris, talks about climate change &amp; global warming during #MannKiBaat
https://t.co/RsBN6Xx0S2",2015-12-01,2015,['MannKiBaat'],"['attend', 'paris', 'talk', 'climate', 'change', 'global', 'warming']"
2704,"PM Modi proposes setting up a SAARC disaster response mechanism during #MannKiBaat
https://t.co/Vwqx11SXEJ",2015-12-01,2015,['MannKiBaat'],"['proposes', 'setting', 'saarc', 'disaster', 'response', 'mechanism']"
2705,"PM Modi proposes setting up a SAARC disaster response mechanism during #MannKiBaat
https://t.co/TUFLSniTWv via NMApp",2015-12-01,2015,['MannKiBaat'],"['proposes', 'setting', 'saarc', 'disaster', 'response', 'mechanism', 'nmapp']"
2706,#MannKiBaat - RT #MakeInIndia https://t.co/fA8RKlAJkD,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2707,#MannKiBaat - RT #MakeInIndia https://t.co/HTYrqYgAqU,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2708,#MannKiBaat - RT #MakeInIndia https://t.co/cXjLIshQtE,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2709,#MannKiBaat You haven't the foggiest how many #Nepali lives I'm willing to take just to teach these worthless people a lesson in obedience.,2015-12-28,2015,"['MannKiBaat', 'Nepali']","['havent', 'foggiest', 'many', 'life', 'willing', 'take', 'teach', 'worthless', 'people', 'lesson', 'obedience']"
2710,#MannKiBaat - RT #MakeInIndia https://t.co/nmS7q2dgAv,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2711,RT oswalpalash: Please support #SvnitJobFest for #startup #recruitment in #India #MannKiBaat PMOIndia BJP_Gujarat narendramodi_in narendram…,2015-12-28,2015,"['SvnitJobFest', 'startup', 'recruitment', 'India', 'MannKiBaat']","['oswalpalash', 'please', 'support', 'pmoindia', 'bjp_gujarat', 'narendramodi_in', 'narendram']"
2712,#MannKiBaat - RT #MakeInIndia https://t.co/RfUAzT2NLr,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2713,#MannKiBaat - RT #MakeInIndia https://t.co/ZRY9kvC394,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2714,#MannKiBaat - RT #MakeInIndia https://t.co/qHPs7xZBb2,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2715,#MannKiBaat - RT #MakeInIndia https://t.co/RdO9ybYd7D,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2716,#MannKiBaat - RT #MakeInIndia https://t.co/KSr77GdWmE,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2717,#MannKiBaat - RT #MakeInIndia https://t.co/7SQ107lLZJ,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2718,#MannKiBaat - RT #MakeInIndia https://t.co/6YWT98DhU2,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2719,#MannKiBaat - RT #MakeInIndia https://t.co/dEnsIWy6X1,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2720,#MannKiBaat - RT #MakeInIndia https://t.co/8XfXFwYQ9R,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2721,#MannKiBaat - RT #MakeInIndia https://t.co/BbE3kNk1Ty,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2722,#MannKiBaat - RT #MakeInIndia https://t.co/mWgIABwcnL,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2723,#MannKiBaat - RT #MakeInIndia https://t.co/AymmhTMA4u,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2724,#MannKiBaat - RT #MakeInIndia https://t.co/9zkHuCLFOQ,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2725,#MannKiBaat - RT #MakeInIndia https://t.co/LxinRqVGV3,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2726,#MannKiBaat - RT #MakeInIndia https://t.co/aX8QAcM6xk,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2727,#MannKiBaat - RT #MakeInIndia https://t.co/CVsvJbaqNj,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2728,#MannKiBaat - RT #MakeInIndia https://t.co/RIDISBs456,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2729,#MannKiBaat - RT #MakeInIndia https://t.co/kzZK30W4IS,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2730,#MannKiBaat - RT #MakeInIndia https://t.co/lz92mYNLMR,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2731,#MannKiBaat - RT #MakeInIndia https://t.co/sZFZS4B9DR,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2732,#MannKiBaat - RT #MakeInIndia https://t.co/2wtDrN3qOY,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2733,#MannKiBaat - RT #MakeInIndia https://t.co/8zjUJT2Suq,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2734,#MannKiBaat - RT #MakeInIndia https://t.co/rSaENvZGST,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2735,#MannKiBaat - RT #MakeInIndia https://t.co/eUsKLMUdBh,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2736,#MannKiBaat - RT #MakeInIndia https://t.co/NIszY9RgP0,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2737,#MannKiBaat - RT #MakeInIndia https://t.co/R9hIw59H2n,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2738,#MannKiBaat - RT #MakeInIndia https://t.co/CAeJmbOgWZ,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2739,#MannKiBaat - RT #MakeInIndia https://t.co/cWJiTmv7AH,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2740,#MannKiBaat - RT #MakeInIndia https://t.co/dyUvrD83Cr,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2741,"@narendramodi proud of u sir_ji
Our #MannKiBaat inspired me vry much",2015-12-28,2015,['MannKiBaat'],"['proud', 'sir_jiour', 'inspired', 'much']"
2742,India can be a start-up capital of the world: PM Narendra Modi during #MannKiBaat,2015-12-28,2015,['MannKiBaat'],"['india', 'startup', 'capital', 'world']"
2743,Atheist_Krishna #MannKiBaat ?😢,2015-12-28,2015,['MannKiBaat'],['atheist_krishna']
2744,"We are still perfect couple, we are just not in the perfect situation. #DontWaitOut #MannKiBaat",2015-12-28,2015,"['DontWaitOut', 'MannKiBaat']","['still', 'perfect', 'couple', 'perfect', 'situation']"
2745,#MannKiBaat - RT #MakeInIndia https://t.co/PjmQw6rUBI,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2746,#MannKiBaat - RT #MakeInIndia https://t.co/yKZniL6PIS,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2747,#MannKiBaat - RT #MakeInIndia https://t.co/Vp3p7WeyLQ,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2748,#MannKiBaat - RT #MakeInIndia https://t.co/dQP542fW2M,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2749,#MannKiBaat - RT #MakeInIndia https://t.co/gZJWnqc7CD,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2750,#MannKiBaat - RT #MakeInIndia https://t.co/MCg54B1QRY,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2751,#MannKiBaat - RT #MakeInIndia https://t.co/sh7sma1kUF,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2752,#MannKiBaat - RT #MakeInIndia https://t.co/45FGfkmUUX,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2753,#MannKiBaat - RT #MakeInIndia https://t.co/WsFL10V2KW,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2754,Looking forward to #NaMo #startup on 16th Jan.. #MannKiBaat..,2015-12-28,2015,"['NaMo', 'startup', 'MannKiBaat']","['looking', 'forward']"
2755,Mason gets PM Narendra Modi's praise for building toilets for free - https://t.co/TLAViwgVOn #MannkiBaat #PMOnAIR #NaMoReportCard2015,2015-12-28,2015,"['MannkiBaat', 'PMOnAIR', 'NaMoReportCard2015']","['mason', 'get', 'modis', 'praise', 'building', 'toilet', 'free']"
2756,#MannKiBaat - RT #MakeInIndia https://t.co/UUqnQJdmlA,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2757,"#MannKiBaat
Why not use the word 'Divyang' instead of 'Viklang.' This can bring a major change in mindset
Share https://t.co/tdN8vGapjC",2015-12-28,2015,['MannKiBaat'],"['word', 'divyang', 'instead', 'viklang', 'bring', 'major', 'change', 'mindsetshare']"
2758,"In #MannKiBaat modi renamed handicapped as divyang coz @yogrishiramdev asked him he was fed up of being calld kania
#StudentsBanThugRamdev .",2015-12-28,2015,"['MannKiBaat', 'StudentsBanThugRamdev']","['renamed', 'handicapped', 'divyang', 'asked', 'calld', 'kania']"
2759,"India can be a start-up capital of the world: PM Narendra Modi during #MannKiBaat
https://t.co/KKJVVLzmht via NM App",2015-12-28,2015,['MannKiBaat'],"['india', 'startup', 'capital', 'world']"
2760,#MannKiBaat - RT #MakeInIndia https://t.co/dyELQCvWa8,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2761,"15 crore LPG users benefited from 'Pahal' scheme till November: PM Modi during #MannKiBaat
https://t.co/ke6EV1mnRT via NM App",2015-12-28,2015,['MannKiBaat'],"['crore', 'user', 'benefited', 'pahal', 'scheme', 'till', 'november']"
2762,A very important message to international community plz read &amp;  share thanks https://t.co/VvoHKEdgw6 #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2763,A very important message to international community plz read &amp;  share thanks https://t.co/cQqVnNZfU1 #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2764,A very important message to international community plz read &amp;  share thanks https://t.co/NOnD5KmU1l #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2765,A very important message to international community plz read &amp;  share thanks https://t.co/6odSXp71sY #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2766,A very important message to international community plz read &amp;  share thanks https://t.co/iSfLPsbUqa #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2767,A very important message to international community plz read &amp;  share thanks https://t.co/8aYeI05pOJ #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2768,A very important message to international community plz read &amp;  share thanks https://t.co/Zf089saLQW #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2769,A very important message to international community plz read &amp;  share thanks https://t.co/M0cmUPLVy9 #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2770,A very important message to international community plz read &amp;  share thanks https://t.co/COkl2lNxK6 #HappyBirthdaySalmanKhan #MannKiBaat,2015-12-28,2015,"['HappyBirthdaySalmanKhan', 'MannKiBaat']","['important', 'message', 'international', 'community', 'read', 'share', 'thanks']"
2771,"राहुल गाँधी दिमाग से ""दिव्यांग"" हैं!
(दिव्यांग शब्द का प्रयोग शुरू)

☺😂☺😂☺😂☺😂☺
#Mannkibaat

#pappu",2015-12-28,2015,"['Mannkibaat', 'pappu']",[]
2772,"Let us say ‘Divyang’ instead of ‘Viklang’: PM Modi during #MannKiBaat
Modi Sir kisi viklang ke ghanto ki mehnat ko divyang nhi kah sakte ho",2015-12-28,2015,['MannKiBaat'],"['divyang', 'instead', 'viklang', 'kisi', 'viklang', 'ghanto', 'mehnat', 'divyang', 'sakte']"
2773,"#NaMoReportCard2015 Fake promises,Election rallies,Bad words, Tours, Pak dalali, Corruption,Inflation, Capitalism and Rubbish #MannKiBaat",2015-12-28,2015,"['NaMoReportCard2015', 'MannKiBaat']","['fake', 'promiseselection', 'ralliesbad', 'word', 'tour', 'dalali', 'corruptioninflation', 'capitalism', 'rubbish']"
2774,We feel proud as HPM @narendramodi Ji called on the Youth via his Radio Address #MannKiBaat to share ideas on National #YouthFestival in #CG,2015-12-28,2015,"['MannKiBaat', 'YouthFestival', 'CG']","['feel', 'proud', 'called', 'youth', 'radio', 'address', 'share', 'idea', 'national']"
2775,#MannKiBaat - RT #MakeInIndia https://t.co/GhWdqWBvvJ,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2776,#MannKiBaat - RT #MakeInIndia https://t.co/AZ9wltG8jR,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2777,#MannKiBaat - RT #MakeInIndia https://t.co/mUpBYMB3WN,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2778,#MannKiBaat - RT #MakeInIndia https://t.co/wrVlLU0F69,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2779,#MannKiBaat - RT #MakeInIndia https://t.co/qcGKKoUAIE,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2780,#MannKiBaat - RT #MakeInIndia https://t.co/4P3F4AJTDK,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2781,#MannKiBaat - RT #MakeInIndia https://t.co/2nu2WAPVvY,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
2782,#MannKiBaat - RT #MakeInIndia https://t.co/pl6wKRdFxV,2015-12-28,2015,"['MannKiBaat', 'MakeInIndia']",[]
