,Text,Date,Year,hashtag,Cleaned
12674,"#MannKiBaat
The made in India vaccine is a symbol of India’s self-reliance. India is also serving the world in the field of medicines and vaccines and serving humanity at large. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],made india vaccine symbol indias selfreliance india also serving world field medicines vaccines serving humanity large namo
12675,"#MannKiBaat
With the start of new year, India's war against corona has also completed almost a year. Just as India's war against corona became an example to the world, similarly our vaccination programme is also becoming an example to the world.
via NaMo App",2021-01-31,2021,['MannKiBaat'],start year indias against corona also completed almost year just indias against corona became example world similarly vaccination programme also becoming example worldvia namo
12676,"#MannKiBaat
India is administering vaccine doses faster than many of the developed countries. In just 15 days, India has vaccinated over 30 lakh corona Warriors whereas America took 18 days and Britain took 36 days. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],administering vaccine doses faster than many developed countries just days india vaccinated over lakh corona warriors whereas america took days britain took days namo
12677,"#MannKiBaat
PM Modi hailed the Indian cricket team’s performance in the recent test series played against Australia. Despite initial setbacks, the team made a grand comeback and this is inspirational. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],modi hailed indian cricket teams performance recent test series played against australia despite initial setbacks team made grand comeback this inspirational namo
12678,"#MannKiBaat
The tradition of conferring Padma awards on unsung heroes was honoured this year too. The recipients comprised people who have done excellent work in myriad fields and have contributed to humanity. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],tradition conferring padma awards unsung heroes honoured this year recipients comprised people have done excellent work myriad fields have contributed humanity namo
12679,"#MannKiBaat
Addressing the first episode, PM Modi urged every citizen to keep in mind the goals with which India has eneterd the new decade and keep working for it.
via NaMo App",2021-01-31,2021,['MannKiBaat'],first episode modi urged every citizen keep mind goals with which india eneterd decade keep working itvia namo
12680,"@Yashdeep_Garg @vijai63 @sambitswaraj @RubikaLiyaquat @sardanarohit https://t.co/U5DmWqlqMa
🇮🇳 People STAND TALL against anti-nationalists.
Do you know.. All Gurudwaras in Australia are converted into Khalistani camps.. They even worship Bhinderawale the infamous terrorist
#FarmBills2020
#MannKiBaat

@sambitswaraj @RubikaLiyaquat @sardanarohit",2021-01-31,2021,"['FarmBills2020', 'MannKiBaat']",people stand tall against antinationalistsdo know gurudwaras australia converted into khalistani camps they even worship bhinderawale infamous terrorist
12681,"@PMOIndia @narendramodi #MannKiBaat agreed, nowadays no hafta money coming from Bollywood, but politicians earn their huge share of profit from cricket. Good work.",2021-01-31,2021,['MannKiBaat'],agreed nowadays hafta money coming from bollywood politicians earn their huge share profit from cricket good work
12682,@aajtak #MannKiBaat को बदलकर अब Mera Report Card बनाने कि जरुरत। लोग अब मंचन किए गए कार्यक्रम से उब चुके हैं,2021-01-31,2021,['MannKiBaat'],mera report card
12684,"#MannKiBaat
Chile celebrates Yoga with full enthusiasm. Chile’s parliament has announced November 4 as National Yoga Day as first Yogic centre of the country was established on the same day in 1962.
via NaMo App",2021-01-31,2021,['MannKiBaat'],celebrates yoga with full enthusiasm chiles parliament announced november national yoga first yogic centre country established same namo
12685,"#MannKiBaat
India in celebrating Road Safety Month. PM Modi urged everyone to be safe on road and invited road safety slogans to spread awareness.
via NaMo App",2021-01-31,2021,['MannKiBaat'],celebrating road safety month modi urged everyone safe road invited road safety slogans spread awarenessvia namo
12686,"#MannKiBaat
PM Modi salutes India's Nari Shakti. Referring to four women pilots from India who commanded a non-stop flight from San Francisco to Bangalore to the US, he said this is a great sign of rising women participation in every field. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],modi salutes indias nari shakti referring four women pilots from india commanded nonstop flight from francisco bangalore said this great sign rising women participation every field namo
12687,"#MannKiBaat
An initiative has been taken for Young Writers for the purpose of India Seventy-Five. PM Modi urges youngsters, to write on India's freedom fighters, events associated with it &amp; write books about tales of valour during freedom struggle from their areas. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],initiative been taken young writers purpose india seventyfive modi urges youngsters write indias freedom fighters events associated with write books about tales valour during freedom struggle from their areas namo
12688,"#MannKiBaat
A major shift has occurred in people’s perspective in the last one year and a lot of customers now are demanding ‘Made In India’ products. People have shown their support for ‘Vocal for Local’ and urged manufacturers and industry leaders to make world-class products.",2021-01-31,2021,['MannKiBaat'],major shift occurred peoples perspective last year customers demanding made india products people have shown their support vocal local urged manufacturers industry leaders make worldclass products
12689,"#MannKiBaat
The made in India vaccine is a symbol of India’s self-reliance. India is also serving the world in the field of medicines and vaccines and serving humanity at large. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],made india vaccine symbol indias selfreliance india also serving world field medicines vaccines serving humanity large namo
12690,"#MannKiBaat
With the start of new year, India's war against corona has also completed almost a year. Just as India's war against corona became an example to the world, similarly our vaccination programme is also becoming an example to the world.
via NaMo App",2021-01-31,2021,['MannKiBaat'],start year indias against corona also completed almost year just indias against corona became example world similarly vaccination programme also becoming example worldvia namo
12691,"#MannKiBaat
India is administering vaccine doses faster than many of the developed countries. In just 15 days, India has vaccinated over 30 lakh corona Warriors whereas America took 18 days and Britain took 36 days. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],administering vaccine doses faster than many developed countries just days india vaccinated over lakh corona warriors whereas america took days britain took days namo
12692,"#MannKiBaat
PM Modi hailed the Indian cricket team’s performance in the recent test series played against Australia. Despite initial setbacks, the team made a grand comeback and this is inspirational. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],modi hailed indian cricket teams performance recent test series played against australia despite initial setbacks team made grand comeback this inspirational namo
12693,"#MannKiBaat
The tradition of conferring Padma awards on unsung heroes was honoured this year too. The recipients comprised people who have done excellent work in myriad fields and have contributed to humanity. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],tradition conferring padma awards unsung heroes honoured this year recipients comprised people have done excellent work myriad fields have contributed humanity namo
12694,"#MannKiBaat
Addressing the first episode, PM Modi urged every citizen to keep in mind the goals with which India has eneterd the new decade and keep working for it.
via NaMo App",2021-01-31,2021,['MannKiBaat'],first episode modi urged every citizen keep mind goals with which india eneterd decade keep working itvia namo
12695,"Malwai Punjabis say 
""Bai Mann ki Baat aa reha tv te.""

Other Punjabis hear,
""Beimann ki Baat aa reha TV te.""

And this one little anomaly in the vast collection of misheard speeches, is where both the speaker and the listener are right.

#MannKiBaat",2021-01-31,2021,['MannKiBaat'],malwai punjabis mann baat reha teother punjabis hearbeimann baat reha teand this little anomaly vast collection misheard speeches where both speaker listener right
12696,Modi all praise for Bowenpally market #NarendraModi #MannkiBaat https://t.co/wlVQ2hpBR5,2021-01-31,2021,"['NarendraModi', 'MannkiBaat']",modi praise bowenpally market
12697,"if INDIA🇮🇳 accepted one china policy, then  china has to accept ONE INDIA POLICY ,
@narendramodi  #oneindiapolicy  #one_india_policy #JaiHind #MannKiBaat",2021-01-31,2021,"['oneindiapolicy', 'one_india_policy', 'JaiHind', 'MannKiBaat']",india accepted china policy then china accept india policy
12698,"Hon PM Shri @narendramodi ji lauds participation of women in various fields.
#MannKiBaat https://t.co/OQJzw02F8T",2021-01-31,2021,['MannKiBaat'],shri lauds participation women various fields
12699,"Hon PM Shri @narendramodi ji lauds participation of women in various fields.
#MannKiBaat https://t.co/HY6XWqO6aO",2021-01-31,2021,['MannKiBaat'],shri lauds participation women various fields
12700,"#MannKiBaat
#savegeneral
@narendramodi
@SamataManchaBh
Why general are suffering no facilities  to general. Please do Age relaxation to general caste increase age in all central competitive exams reduce exam fees. Thank u Jai hind jai shri ram bharatmata ki joy.",2021-01-31,2021,"['MannKiBaat', 'savegeneral']",general suffering facilities general please relaxation general caste increase central competitive exams reduce exam fees thank hind shri bharatmata
12701,"@runcaralisarun Because @PMOIndia he just his #MannKiBaat , he can’t listen people’s #MannKiBaat  , #ShameOnBJP #ModiPlanningFarmerGenocide #farmersrprotest",2021-01-31,2021,"['MannKiBaat', 'MannKiBaat', 'ShameOnBJP', 'ModiPlanningFarmerGenocide', 'farmersrprotest']",because just cant listen peoples
12702,"After declaring India as #JagatGuru after the rollout of #Covid19vaccination drive, former IAS officer-turned-J&amp;K politician #ShahFaesal has praised #PMModi's #MannKiBaat, saying it was like ""1.3 billion coming together as a family"".
@iamfayazwani 
https://t.co/umPnygWQ2q",2021-01-31,2021,"['JagatGuru', 'Covid19vaccination', 'ShahFaesal', 'PMModi', 'MannKiBaat']",after declaring india after rollout drive former officerturnedjampk politician praised saying like billion coming together family
12704,"Top story: Celebrities times @narendramodi: 'An inspiring anecdote from Madhya Pradesh, which would make every Indian proud. It illustrates the tenacity and determination of India’s Nari Shakti. #MannKiBaat ' https://t.co/cSOpuMApzt, see more https://t.co/z1C2qzUti6",2021-01-31,2021,['MannKiBaat'],story celebrities times inspiring anecdote from madhya pradesh which would make every indian proud illustrates tenacity determination indias nari shakti more
12705,"#MannKiBaat
Inspiring Indians
via NaMo App https://t.co/vUhjXW3uGv",2021-01-31,2021,['MannKiBaat'],indiansvia namo
12706,"#MannKiBaat
Anecdotes from Hyderabad
via NaMo App https://t.co/bVKYc3p0fZ",2021-01-31,2021,['MannKiBaat'],from hyderabadvia namo
12707,"#MannKiBaat
Positive difference through art and culture
via NaMo App https://t.co/GK7qYktEF0",2021-01-31,2021,['MannKiBaat'],difference through culturevia namo
12708,"#MannKiBaat
Yoga in Chile
via NaMo App https://t.co/IaOF4U26Ct",2021-01-31,2021,['MannKiBaat'],chilevia namo
12709,"#MannKiBaat
Road safety month
via NaMo App https://t.co/CnzXA2KEaC",2021-01-31,2021,['MannKiBaat'],safety monthvia namo
12710,"#MannKiBaat
Incredible India weekend gateway
via NaMo App https://t.co/3skd9nVW3e",2021-01-31,2021,['MannKiBaat'],india weekend gatewayvia namo
12711,"#MannKiBaat
India salutes Nari Shakti
via NaMo App https://t.co/ZSoksPBXgZ",2021-01-31,2021,['MannKiBaat'],salutes nari shaktivia namo
12712,"#MannKiBaat
Strawberry festival in Bundelkhand
via NaMo App https://t.co/dOs2p4OG4d",2021-01-31,2021,['MannKiBaat'],festival bundelkhandvia namo
12713,"#MannKiBaat
Opportunity for young writers
via NaMo App https://t.co/b5kurs4euW",2021-01-31,2021,['MannKiBaat'],young writersvia namo
12714,"#MannKiBaat
Request to the youth
via NaMo App https://t.co/tGf0J50VSC",2021-01-31,2021,['MannKiBaat'],youthvia namo
12715,"#MannKiBaat
Self reliance in medicines
via NaMo App https://t.co/zkWAmwUfQE",2021-01-31,2021,['MannKiBaat'],reliance medicinesvia namo
12716,"#MannKiBaat
Vaccinating Covid warriors
via NaMo App https://t.co/m6Q4GIfKyw",2021-01-31,2021,['MannKiBaat'],covid warriorsvia namo
12717,"Top story: @PMOIndia: 'India salutes our Nari Shakti. #MannKiBaat ' https://t.co/BaijD6603N, see more https://t.co/1Gc7dqv9Gy",2021-01-31,2021,['MannKiBaat'],story india salutes nari shakti more
12718,"#MannKiBaat
Honouring unsung heroes
via NaMo App https://t.co/EASylTDagt",2021-01-31,2021,['MannKiBaat'],unsung heroesvia namo
12719,"#MannKiBaat
A major shift has occurred in people’s perspective in the last one year and a lot of customers now are demanding ‘Made In India’ products. People have shown their support for ‘Vocal for Local’ and urged manufacturers and industry leaders to make world-class products",2021-01-31,2021,['MannKiBaat'],major shift occurred peoples perspective last year customers demanding made india products people have shown their support vocal local urged manufacturers industry leaders make worldclass products
12720,"In 2016 same Prime Minister also says give 50 days and then........ Etc etc blah blah.... 

Now even after 4 years....
I'm struggling to discover the exact equation which could tell me how many Earth years our PM's 1 day is equal to.!! 

➗✖️➕➖⏳
#MannKiBaat https://t.co/sGHBQWHi5G",2021-01-31,2021,['MannKiBaat'],same prime minister also says give days then blah blah even after yearsim struggling discover exact equation which could tell many earth years equal
12721,@rsprasad @narendramodi Yahan kavi #MannKiBaat ki ore sanket kar rahe hain,2021-01-31,2021,['MannKiBaat'],yahan kavi sanket rahe hain
12722,"#MannKiBaat
Inspiring Indians
via NaMo App https://t.co/CKbvY0yOoS",2021-01-31,2021,['MannKiBaat'],indiansvia namo
12723,"#MannKiBaat
Anecdotes from Hyderabad
via NaMo App https://t.co/CywCE0WCTa",2021-01-31,2021,['MannKiBaat'],from hyderabadvia namo
12724,"#MannKiBaat
Positive difference through art and culture
via NaMo App https://t.co/wDXlFJ6C1O",2021-01-31,2021,['MannKiBaat'],difference through culturevia namo
12725,"#MannKiBaat
Road safety month
via NaMo App https://t.co/Kc3vqMehqr",2021-01-31,2021,['MannKiBaat'],safety monthvia namo
12726,"#MannKiBaat
Yoga in Chile
via NaMo App https://t.co/mL2HYCel0J",2021-01-31,2021,['MannKiBaat'],chilevia namo
12727,"#MannKiBaat
Yoga in Chile
via NaMo App https://t.co/OEdOD5b1Xu",2021-01-31,2021,['MannKiBaat'],chilevia namo
12728,"#MannKiBaat
Incredible India weekend gateway
via NaMo App https://t.co/kGBENhFCuE",2021-01-31,2021,['MannKiBaat'],india weekend gatewayvia namo
12729,"#MannKiBaat
Strawberry festival in Bundelkhand
via NaMo App https://t.co/4LLhHaj5pZ",2021-01-31,2021,['MannKiBaat'],festival bundelkhandvia namo
12730,"#MannKiBaat
India salutes Nari Shakti
via NaMo App https://t.co/Qvca6xJFGG",2021-01-31,2021,['MannKiBaat'],salutes nari shaktivia namo
12731,"#MannKiBaat
Opportunity for young writers
via NaMo App https://t.co/HEzdrMAruP",2021-01-31,2021,['MannKiBaat'],young writersvia namo
12732,"#MannKiBaat
Request to the youth
via NaMo App https://t.co/0DIBs04OQf",2021-01-31,2021,['MannKiBaat'],youthvia namo
12733,"#MannKiBaat
Self reliance in medicines
via NaMo App https://t.co/7eGC6PECfO",2021-01-31,2021,['MannKiBaat'],reliance medicinesvia namo
12734,"#MannKiBaat
Vaccinating Covid warriors
via NaMo App https://t.co/kHy6BG6nYz",2021-01-31,2021,['MannKiBaat'],covid warriorsvia namo
12735,"#MannKiBaat: Prime Minister Narendra Modi addressed 2021's first Mann Ki Baat Programme

Social Media Corner 31st January 2021
https://t.co/6i3zdAjf5S

via MyNt https://t.co/4QUZyle9AM",2021-01-31,2021,['MannKiBaat'],prime minister narendra modi addressed first mann baat programmesocial media corner january mynt
12736,"#MannKiBaat
Honouring unsung heroes
via NaMo App https://t.co/gzXjIqZT7D",2021-01-31,2021,['MannKiBaat'],unsung heroesvia namo
12737,"Made in India vaccine is a symbol of India’s self-reliance #MannKiBaat

https://t.co/q4yPFmTpZz

via MyNt",2021-01-31,2021,['MannKiBaat'],made india vaccine symbol indias selfreliance mynt
12738,"#MannKiBaat
India in celebrating Road Safety Month. PM Modi urged everyone to be safe on road and invited road safety slogans to spread awareness.
via NaMo App",2021-01-31,2021,['MannKiBaat'],celebrating road safety month modi urged everyone safe road invited road safety slogans spread awarenessvia namo
12739,"#MannKiBaat
Chile celebrates Yoga with full enthusiasm. Chile’s parliament has announced November 4 as National Yoga Day as first Yogic centre of the country was established on the same day in 1962.
via NaMo App",2021-01-31,2021,['MannKiBaat'],celebrates yoga with full enthusiasm chiles parliament announced november national yoga first yogic centre country established same namo
12740,"#MannKiBaat
PM Modi salutes India's Nari Shakti. Referring to four women pilots from India who commanded a non-stop flight from San Francisco to Bangalore to the US, he said this is a great sign of rising women participation in every field. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],modi salutes indias nari shakti referring four women pilots from india commanded nonstop flight from francisco bangalore said this great sign rising women participation every field namo
12741,"#MannKiBaat
An initiative has been taken for Young Writers for the purpose of India Seventy-Five. PM Modi urges youngsters, to write on India's freedom fighters, events associated with it &amp; write books about tales of valour during freedom struggle from their areas. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],initiative been taken young writers purpose india seventyfive modi urges youngsters write indias freedom fighters events associated with write books about tales valour during freedom struggle from their areas namo
12742,"The nation was shocked to witness the insult of national flag (Tricolour) on Republic Day : PM in #MannKiBaat

Now BJP shocked the nation by insulting national anthem.
And these people teach us lesson of nationalism. SHAME!!  🙆
#BJPInsultsNationalAnthem",2021-01-31,2021,"['MannKiBaat', 'BJPInsultsNationalAnthem']",nation shocked witness insult national flag tricolour republic shocked nation insulting national anthemand these people teach lesson nationalism shame
12743,"#MannKiBaat
The made in India vaccine is a symbol of India’s self-reliance. India is also serving the world in the field of medicines and vaccines and serving humanity at large. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],made india vaccine symbol indias selfreliance india also serving world field medicines vaccines serving humanity large namo
12744,"#MannKiBaat
With the start of new year, India's war against corona has also completed almost a year. Just as India's war against corona became an example to the world, similarly our vaccination programme is also becoming an example to the world.
via NaMo App",2021-01-31,2021,['MannKiBaat'],start year indias against corona also completed almost year just indias against corona became example world similarly vaccination programme also becoming example worldvia namo
12745,"#MannKiBaat
India is administering vaccine doses faster than many of the developed countries. In just 15 days, India has vaccinated over 30 lakh corona Warriors whereas America took 18 days and Britain took 36 days. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],administering vaccine doses faster than many developed countries just days india vaccinated over lakh corona warriors whereas america took days britain took days namo
12746,"#MannKiBaat
PM Modi hailed the Indian cricket team’s performance in the recent test series played against Australia. Despite initial setbacks, the team made a grand comeback and this is inspirational. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],modi hailed indian cricket teams performance recent test series played against australia despite initial setbacks team made grand comeback this inspirational namo
12747,"#MannKiBaat
The tradition of conferring Padma awards on unsung heroes was honoured this year too. The recipients comprised people who have done excellent work in myriad fields and have contributed to humanity. 
via NaMo App",2021-01-31,2021,['MannKiBaat'],tradition conferring padma awards unsung heroes honoured this year recipients comprised people have done excellent work myriad fields have contributed humanity namo
12748,"#MannKiBaat
Addressing the first episode, PM Modi urged every citizen to keep in mind the goals with which India has eneterd the new decade and keep working for it.
via NaMo App",2021-01-31,2021,['MannKiBaat'],first episode modi urged every citizen keep mind goals with which india eneterd decade keep working itvia namo
12749,"I hope in the next #MannKiBaat you will speak about how #BJPInsultsNationalAnthem 

Eagerly waiting Sir https://t.co/j13Gu6iIzv",2021-01-31,2021,"['MannKiBaat', 'BJPInsultsNationalAnthem']",hope next will speak about eagerly waiting
12753,"#MannKiBaat
Inspiring Indians https://t.co/ecjNvXiji1",2021-01-31,2021,['MannKiBaat'],indians
12754,"#MannKiBaat
Anecdotes from Hyderabad https://t.co/fuyOB497ZF",2021-01-31,2021,['MannKiBaat'],from hyderabad
12755,"#MannKiBaat
Positive difference through art and culture https://t.co/fidBb4CRVO",2021-01-31,2021,['MannKiBaat'],difference through culture
12756,"#MannKiBaat
Road safety month https://t.co/rdsjJrXIIf",2021-01-31,2021,['MannKiBaat'],safety month
12757,"#MannKiBaat
An initiative has been taken for Young Writers for the purpose of India Seventy-Five. PM Modi urges youngsters, to write on India's freedom fighters, events associated with it &amp; write books about tales of valour during freedom struggle from their areas.",2021-01-31,2021,['MannKiBaat'],initiative been taken young writers purpose india seventyfive modi urges youngsters write indias freedom fighters events associated with write books about tales valour during freedom struggle from their areas
12758,Mann ki baat karni hai to Bhagwaan se karo Insaano se Zrurat ki baat kro #MannKiBaat #kisanprotest #farmersrprotest,2021-01-31,2021,"['MannKiBaat', 'kisanprotest', 'farmersrprotest']",mann baat karni bhagwaan karo insaano zrurat baat
12759,"#MannKiBaat
Yoga in Chile https://t.co/4YiBKWFZ0B",2021-01-31,2021,['MannKiBaat'],chile
12760,"#MannKiBaat
Incredible India weekend gateway https://t.co/lyTT41NOkf",2021-01-31,2021,['MannKiBaat'],india weekend gateway
12761,"#MannKiBaat
Strawberry festival in Bundelkhand https://t.co/dE57wavvqW",2021-01-31,2021,['MannKiBaat'],festival bundelkhand
12762,"#MannKiBaat
India salutes Nari Shakt https://t.co/VsOoCka7hz",2021-01-31,2021,['MannKiBaat'],salutes nari shakt
12763,"#MannKiBaat
Opportunity for young writers https://t.co/YCdMuiueGe",2021-01-31,2021,['MannKiBaat'],young writers
12764,"#MannKiBaat
Request to the youth https://t.co/Xuo8TZCZ2v",2021-01-31,2021,['MannKiBaat'],youth
12765,"#MannKiBaat
Self reliance in medicines https://t.co/C2PUM4czCE",2021-01-31,2021,['MannKiBaat'],reliance medicines
12766,"PM will first tackle @kunalkamra88 and #MunawarFaruqui , he will use HC, SC, CBI, ED, NIA, CRPF, Delhi Police, UP Police, 36 News corporates, 14 #MannKiBaat episodes, 

After that,  he will teach a lesson to China from Shaka textbook👀 and make India viswaguru. JSR!

#bhaktlife",2021-01-31,2021,"['MunawarFaruqui', 'MannKiBaat', 'bhaktlife']",will first tackle will crpf delhi police police news corporates episodes after that will teach lesson china from shaka textbook make india viswaguru
12767,"#MannKiBaat
Vaccinating Covid warriors https://t.co/g8ytPXw6ik",2021-01-31,2021,['MannKiBaat'],covid warriors
12768,"#MannKiBaat
Honouring unsung heroes https://t.co/bt5vPS6W1g",2021-01-31,2021,['MannKiBaat'],unsung heroes
12769,@narendramodi Comment ka option agar enable ho jata tho deshwasi apne #MannKiBaat bhi bol pate😊🙏,2021-01-31,2021,['MannKiBaat'],comment option agar enable jata deshwasi apne pate
12770,"#MannKiBaat
Chile celebrates Yoga with full enthusiasm. Chile’s parliament has announced November 4 as National Yoga Day as first Yogic centre of the country was established on the same day in 1962.",2021-01-31,2021,['MannKiBaat'],celebrates yoga with full enthusiasm chiles parliament announced november national yoga first yogic centre country established same
12771,"#MannKiBaat
India in celebrating Road Safety Month. PM Modi urged everyone to be safe on road and invited road safety slogans to spread awareness.",2021-01-31,2021,['MannKiBaat'],celebrating road safety month modi urged everyone safe road invited road safety slogans spread awareness
12772,"#MannKiBaat
PM Modi salutes India's Nari Shakti. Referring to four women pilots from India who commanded a non-stop flight from San Francisco to Bangalore to the US, he said this is a great sign of rising women participation in every field.",2021-01-31,2021,['MannKiBaat'],modi salutes indias nari shakti referring four women pilots from india commanded nonstop flight from francisco bangalore said this great sign rising women participation every field
12773,"#MannKiBaat
An initiative has been taken for Young Writers for the purpose of India Seventy-Five. PM Modi urges youngsters, to write on India's freedom fighters, events associated with it &amp; write books about tales of valour during freedom struggle from their areas.",2021-01-31,2021,['MannKiBaat'],initiative been taken young writers purpose india seventyfive modi urges youngsters write indias freedom fighters events associated with write books about tales valour during freedom struggle from their areas
12774,"#MannKiBaat
A major shift has occurred in people’s perspective in the last one year and a lot of customers now are demanding ‘Made In India’ products. People have shown their support for ‘Vocal for Local’ and urged manufacturers and industry leaders to make world-class products.",2021-01-31,2021,['MannKiBaat'],major shift occurred peoples perspective last year customers demanding made india products people have shown their support vocal local urged manufacturers industry leaders make worldclass products
12775,"#MannKiBaat
The made in India vaccine is a symbol of India’s self-reliance. India is also serving the world in the field of medicines and vaccines and serving humanity at large.",2021-01-31,2021,['MannKiBaat'],made india vaccine symbol indias selfreliance india also serving world field medicines vaccines serving humanity large
12776,"#MannKiBaat
India is administering vaccine doses faster than many of the developed countries. In just 15 days, India has vaccinated over 30 lakh corona Warriors whereas America took 18 days and Britain took 36 days.",2021-01-31,2021,['MannKiBaat'],administering vaccine doses faster than many developed countries just days india vaccinated over lakh corona warriors whereas america took days britain took days
12777,"Nation still in deep shock as main accused Deep Sidhu still roaming freely . 
Is it not matter of shame for investigating agencies, Delhi police and Government it self. 
#MannKiBaat https://t.co/PcCtyxW6IM",2021-01-31,2021,['MannKiBaat'],nation still deep shock main accused deep sidhu still roaming freely matter shame investigating agencies delhi police government self
12778,"#MannKiBaat
With the start of new year, India's war against corona has also completed almost a year. Just as India's war against corona became an example to the world, similarly our vaccination programme is also becoming an example to the world.",2021-01-31,2021,['MannKiBaat'],start year indias against corona also completed almost year just indias against corona became example world similarly vaccination programme also becoming example world
12779,"#MannKiBaat
PM Modi hailed the Indian cricket team’s performance in the recent test series played against Australia. Despite initial setbacks, the team made a grand comeback and this is inspirational.",2021-01-31,2021,['MannKiBaat'],modi hailed indian cricket teams performance recent test series played against australia despite initial setbacks team made grand comeback this inspirational
12780,"#MannKiBaat
The tradition of conferring Padma awards on unsung heroes was honoured this year too. The recipients comprised people who have done excellent work in myriad fields and have contributed to humanity.",2021-01-31,2021,['MannKiBaat'],tradition conferring padma awards unsung heroes honoured this year recipients comprised people have done excellent work myriad fields have contributed humanity
12781,"#MannKiBaat
Addressing the first episode, PM Modi urged every citizen to keep in mind the goals with which India has eneterd the new decade and keep working for it.",2021-01-31,2021,['MannKiBaat'],first episode modi urged every citizen keep mind goals with which india eneterd decade keep working
12785,"Mr Bhushan, unless compelled, I will NEVER send my kids to school for the longest time. Despite the Govt channels telling us the opposite, we have NOT achieved victory on the virus just because of #MannKiBaat https://t.co/WfDiTnOEDV",2021-01-31,2021,['MannKiBaat'],bhushan unless compelled will never send kids school longest time despite govt channels telling opposite have achieved victory virus just because
12786,"#DoctorsKeMannKiBaat 
An appeal to PM @narendramodi ji on the behalf of Indian Doctors to construct #CoronaWarriorMemorial in the memory of 734 Indian Doctors who sacrificed their lives in the line of duty while treating #COVID19 patients in year 2020 .
@IMAIndiaOrg 
#MannKiBaat https://t.co/ydwUhXmEKs",2021-01-31,2021,"['DoctorsKeMannKiBaat', 'CoronaWarriorMemorial', 'COVID19', 'MannKiBaat']",appeal behalf indian doctors construct memory indian doctors sacrificed their lives line duty while treating patients year
12787,"@narendramodi can anyone, truly say what’s their #MannKiBaat, without being subjects to unsafety and police brutality?",2021-01-31,2021,['MannKiBaat'],anyone truly whats their without being subjects unsafety police brutality
12788,#MannKiBaat main bol rahe hain ki ek call ki Duri hai #kisan Mein per Hamare #PrimeMinister @narendramodi ji Ne yah Kabhi Nahin bataya ki 180 #Shahid hue hain unke bare mein1 minut ka bhi inke pass time nahin tha ki unko shradhanjali De sake Apne MannKiBaat mein kya baat hai 🙏 https://t.co/aDF8BeaWIX,2021-01-31,2021,"['MannKiBaat', 'kisan', 'PrimeMinister', 'Shahid']",main rahe hain call duri mein hamare kabhi nahin bataya hain unke bare mein minut inke pass time nahin unko shradhanjali sake apne mannkibaat mein baat
12789,"Fragrance of Indian culture &amp; Yoga is extremely popular over there.
Great to know world is looking for India. Our Culture, Our Tradition is Our Pride🙏 #MannKiBaat https://t.co/GRPWXuyCU9",2021-01-31,2021,['MannKiBaat'],fragrance indian culture yoga extremely popular over theregreat know world looking india culture tradition pride
12790,do you take your #MannKiBaat seriously?,2021-01-31,2021,['MannKiBaat'],take your seriously
12791,Why does #MannKiBaat on youtube does not show like or dislike count?,2021-01-31,2021,['MannKiBaat'],does youtube does show like dislike count
12793,"In Next #MannKiBaat, Modi ji would call out this unpardonable act...., and would declare stern action against this act of sedition... https://t.co/UbacCKSOWe",2021-01-31,2021,['MannKiBaat'],next modi would call this unpardonable would declare stern action against this sedition
12794,"#aktuwantonlineexam
Online padake offline exam kon leta haii 
Students jawaab mangta haii 
Ham online exam denge 
#aktuOnlineExam 
#Onlineexamsforclass9thand11th #OnlineExams #MannKiBaat https://t.co/6bM4LvOBfz",2021-01-31,2021,"['aktuwantonlineexam', 'aktuOnlineExam', 'Onlineexamsforclass9thand11th', 'OnlineExams', 'MannKiBaat']",padake offline exam leta haii students jawaab mangta haii online exam denge
12795,"@timesofindia How inappropriate and indecent of Modi to say even a single word of appreciation for Congress in today's #MannKiBaat for pledging it support for  2024 elections.
https://t.co/0nKwO2tVgZ",2021-01-31,2021,['MannKiBaat'],inappropriate indecent modi even single word appreciation congress todays pledging support elections
12796,"Relevant example #Pant or #Pujara by Chief Economist @SubramanianKri ,भारत को केवल लटकती गाज़र का ही सहारा #KisanTractorRally का मारा  @NotNewToAny1 #किसान को केवल बढती महंगाई और #MannKiBaat का सहारा? @RakeshTikaitBKU @Pawankhera @ravishndtv @DesiStupides @SupriyaShrinate",2021-01-31,2021,"['Pant', 'Pujara', 'KisanTractorRally', 'क', 'MannKiBaat']",relevant example chief economist
12799,"Key takeaways from today's #MannKiBaat.

(8/8) https://t.co/uRcuZCMyG6",2021-01-31,2021,['MannKiBaat'],takeaways from todays
